,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
12812,0,0.679592263,42,0,0.609742283,3530.0,8,0,2,0,1.0
12813,0,0.21290727,42,0,0.510848915,10000.0,6,0,2,0,4.0
12814,0,0.061853771,54,0,984.0,0.55,11,0,1,0,2.0
12815,0,0.841615838,55,2,0.554283604,5415.0,11,0,2,1,0.0
12816,0,0.9999999,35,0,0.025589764,2500.0,1,1,0,0,1.0
12817,0,0.020845934,69,0,0.155384176,3500.0,3,0,0,0,0.0
12818,0,0.9999999,46,0,0.0,1500.0,0,1,0,0,0.0
12819,0,0.811341718,64,0,0.382746051,13167.0,5,0,2,0,0.0
12820,0,0.017796441,85,0,0.000631512,3166.0,1,0,0,0,1.0
12821,0,0.158645514,38,0,0.311647931,4180.0,5,0,1,0,2.0
12822,0,0.23838081,47,0,4083.0,0.02,14,0,1,0,0.0
12823,0,0.118444192,55,0,0.279830486,7550.0,14,0,4,0,0.0
12824,0,0.296144985,32,0,0.272450223,4921.0,7,0,1,0,0.0
12825,0,0.162183782,71,0,2304.0,0.01,8,0,1,0,0.0
12826,0,0.450398916,56,1,0.382422522,8453.0,13,0,2,0,2.0
12827,0,0.2826,32,0,0.182623546,9368.0,4,0,0,0,3.0
12828,1,1.050951924,61,3,0.801221544,1800.0,7,3,2,0,0.0
12829,0,0.9999999,75,0,0.664537628,3600.0,8,0,1,0,1.0
12830,0,0.021716806,57,0,0.076476793,7583.0,11,0,0,0,0.0
12831,0,0.728423859,27,0,0.311937612,3333.0,4,0,2,0,0.0
12832,1,0.002997643,53,2,0.41068744,7316.0,18,0,2,0,0.0
12833,0,0.047555787,86,0,0.451927404,6666.0,30,0,2,0,1.0
12834,0,0.165720732,40,1,6701.0,0.03,13,0,3,0,4.0
12835,0,0.019181951,71,0,0.080183963,5000.0,11,0,0,0,0.0
12836,0,0.162052217,34,0,0.416633347,2500.0,7,0,0,0,0.0
12837,0,0.029616776,82,0,30.0,0.08,3,0,0,0,0.0
12838,0,0.0,61,0,0.0,2900.0,2,0,0,0,0.0
12839,0,0.081664506,70,0,0.231827562,4360.0,7,0,0,0,1.0
12840,0,0.274741703,30,0,0.166851811,4500.0,7,0,0,0,0.0
12841,1,0.957295982,31,0,0.954321393,3042.0,12,0,2,0,3.0
12842,0,0.137526711,38,4,0.029778672,2484.0,9,0,0,0,0.0
12843,0,0.528654139,61,0,1.114933542,8952.0,29,0,2,0,0.0
12844,0,0.141742913,45,0,85.0,0.61,4,0,0,0,0.0
12845,0,0.106301638,30,0,0.14464738,7500.0,9,0,0,0,0.0
12846,0,0.049361313,44,0,0.379393146,4580.0,9,0,2,0,0.0
12847,0,0.0,46,0,0.493120194,9883.0,17,0,1,0,2.0
12848,0,0.013099345,58,0,0.262554769,8900.0,9,0,1,0,1.0
12849,0,0.0,36,0,2.035688794,1400.0,4,0,1,0,0.0
12850,0,0.361578191,61,0,1214.0,0.47,5,0,2,0,0.0
12851,0,0.31187525,27,0,0.164152929,2850.0,11,0,0,0,0.0
12852,0,0.0,65,1,0.0,3800.0,1,0,0,0,4.0
12853,0,0.103899814,54,0,0.016165133,4020.0,4,0,0,0,1.0
12854,0,0.002983261,80,0,0.00012837,7789.0,2,0,0,0,0.0
12855,0,0.005559404,89,0,8.0,2423.41,9,0,0,0,0.0
12856,0,0.098966812,34,0,1571.0,0.41,9,0,2,0,0.0
12857,0,0.179420028,52,0,111.0,0.44,6,0,0,0,0.0
12858,0,0.765614323,50,1,0.433713257,5000.0,10,1,1,0,0.0
12859,0,0.772749011,63,3,0.817460317,5417.0,18,0,2,0,0.0
12860,0,0.099457713,37,0,2987.5,1.0,6,0,1,0,2.0
12861,0,0.632412835,54,0,0.419826789,11892.0,9,0,2,0,4.0
12862,0,0.082650328,69,0,0.060842434,1922.0,10,1,0,0,0.0
12863,0,0.539587529,44,0,0.237209302,12254.0,9,0,1,0,2.0
12864,0,0.013332445,93,0,0.00244798,2450.0,1,0,0,0,0.0
12865,0,0.393148419,37,2,1.408913649,1794.0,10,0,1,0,1.0
12866,0,0.470741608,44,0,0.164847334,6320.0,5,0,0,0,0.0
12867,0,0.354017944,52,1,0.400163094,8583.0,16,0,3,1,1.0
12868,0,0.034080639,70,0,0.302339532,5000.0,8,0,1,0,0.0
12869,0,0.080564168,60,0,0.487288997,4916.0,15,0,2,0,0.0
12870,0,0.899229343,29,0,0.357956123,3600.0,4,0,0,0,2.0
12871,0,0.02343639,79,0,1142.0,0.08,10,0,2,0,0.0
12872,0,0.0,54,0,0.100243559,7800.0,10,0,1,0,1.0
12873,0,0.183565938,56,0,2859.0,0.07,18,0,1,0,1.0
12874,0,0.000874945,40,1,0.468153549,4662.0,6,0,1,0,0.0
12875,0,0.054870967,59,0,1324.0,0.36,8,0,1,0,0.0
12876,0,0.0,26,0,5.0,0.0,4,0,0,0,0.0
12877,0,0.608807215,44,0,0.445419554,6494.0,10,0,2,0,1.0
12878,0,0.198192382,61,0,0.348287254,5750.0,19,0,2,0,0.0
12879,0,0.9999999,26,0,0.099577086,2600.0,3,0,0,0,0.0
12880,0,0.9999999,32,1,0.148786493,2842.0,2,0,0,2,1.0
12881,0,0.012651624,65,0,3.46506986,500.0,3,0,1,0,0.0
12882,1,0.061110066,46,1,0.182675045,4455.0,7,0,0,0,0.0
12883,0,0.363479558,42,0,870.0,0.07,3,0,0,0,0.0
12884,0,0.0,63,0,0.001305341,9192.0,4,0,0,0,0.0
12885,0,1.046312742,69,0,0.355184424,22393.0,18,0,4,0,0.0
12886,0,0.139324889,35,0,0.577807848,2216.0,5,0,1,0,0.0
12887,0,0.029104727,61,0,0.29149668,12500.0,14,0,2,0,1.0
12888,0,0.002793007,34,0,0.273054508,5833.0,8,0,1,0,0.0
12889,0,0.177278402,25,0,0.135480289,1800.0,3,0,0,0,0.0
12890,0,0.0,28,0,882.0,0.16,8,0,1,0,2.0
12891,1,0.0,54,1,0.205975768,8500.0,15,0,1,0,1.0
12892,0,0.108754867,68,0,0.134580784,5557.0,13,0,1,0,0.0
12893,0,0.059554453,58,0,0.491375448,8927.0,14,0,1,0,0.0
12894,0,0.9999999,68,0,0.323140253,3400.0,3,0,1,0,0.0
12895,0,0.0,53,0,1899.0,0.05,4,0,1,0,1.0
12896,0,0.134686531,56,0,0.158385568,6540.0,7,0,1,0,2.0
12897,1,0.9999999,39,0,0.35254915,3000.0,3,0,1,0,1.0
12898,0,0.104889154,26,0,0.072158226,4600.0,9,0,0,0,0.0
12899,0,0.009049548,31,0,0.0019992,2500.0,2,0,0,0,0.0
12900,0,0.03496421,46,0,0.120167096,11250.0,9,0,1,0,1.0
12901,0,0.001583307,57,0,0.547177529,7333.0,15,0,1,0,1.0
12902,0,0.2493793,62,0,0.22825145,15000.0,22,0,1,0,0.0
12903,0,0.0,51,0,2294.0,0.03,5,0,1,0,0.0
12904,0,0.001533417,33,2,0.279809786,22500.0,16,0,2,0,0.0
12905,0,0.9999999,36,0,0.0,1.0,0,0,0,0,3.0
12906,0,0.026109561,35,0,0.084985836,6000.0,5,0,0,0,0.0
12907,0,0.153124699,63,0,3028.0,0.04,16,0,1,0,0.0
12908,0,0.125739522,67,0,0.252280972,9096.0,9,0,2,0,2.0
12909,0,0.223795661,70,1,0.497350265,10000.0,18,0,2,0,0.0
12910,0,0.032591676,57,0,0.080573215,28470.0,12,0,1,0,2.0
12911,0,0.080950454,48,0,0.243954699,6533.0,7,0,1,0,1.0
12912,0,0.095414458,54,0,0.19241815,6963.0,5,0,1,0,1.0
12913,0,0.053997231,69,0,0.351558019,5230.0,8,0,1,0,0.0
12914,0,0.02134051,63,0,0.101842594,7000.0,14,0,1,0,2.0
12915,0,0.02749725,58,0,0.397421731,2714.0,4,0,0,0,1.0
12916,0,0.089291071,26,0,0.665042631,820.0,3,0,0,0,0.0
12917,0,0.478337681,59,0,0.816246103,17000.0,9,0,3,0,1.0
12918,0,0.311851756,64,0,0.495669824,7389.0,21,0,3,0,0.0
12919,0,0.0,41,0,0.012570231,10500.0,8,0,1,0,0.0
12920,0,0.003448184,33,0,0.478753541,6000.0,7,0,3,0,0.0
12921,0,0.9999999,57,0,1478.0,0.21,1,0,1,0,0.0
12922,0,1.00999001,24,0,0.036526533,1450.0,3,0,0,0,0.0
12923,0,0.658273176,62,2,0.818980025,13666.0,10,0,4,0,0.0
12924,0,0.9999999,27,0,304.0,0.02,4,0,0,0,0.0
12925,0,0.887158415,45,0,0.782436525,8585.0,9,0,1,0,2.0
12926,0,0.001351278,36,0,0.192846034,4500.0,12,0,1,0,4.0
12927,0,0.812923974,59,1,0.318296054,7957.0,10,0,1,0,1.0
12928,0,0.109227768,29,1,0.400693148,3750.0,10,0,1,0,0.0
12929,0,0.08179292,45,0,0.243852459,8783.0,21,0,3,0,0.0
12930,0,0.056328581,64,0,0.01533163,9000.0,7,0,0,0,0.0
12931,0,0.0,42,0,0.255208333,2687.0,6,0,0,0,0.0
12932,0,0.417726582,53,0,0.018718503,8333.0,2,0,0,0,1.0
12933,0,0.03136756,62,0,0.473578955,13000.0,14,0,2,0,1.0
12934,0,0.024399187,44,0,0.309554447,12433.0,5,0,1,0,2.0
12935,0,0.70446399,49,0,0.782014532,15000.0,19,0,2,0,1.0
12936,0,0.237393957,58,0,0.61105366,8702.0,29,0,3,0,0.0
12937,0,0.0,34,0,982.0,0.25,6,0,1,0,0.0
12938,0,0.108536456,63,0,0.249102029,10300.0,9,0,2,0,0.0
12939,0,0.006747104,32,0,0.660487398,4800.0,19,0,3,0,2.0
12940,0,0.046136752,66,0,0.007780135,9896.0,4,0,0,0,0.0
12941,0,0.02621114,67,0,0.150893723,14433.0,11,0,1,0,1.0
12942,0,0.215573398,37,0,0.475221701,1916.0,2,0,1,0,2.0
12943,0,0.5112397,58,0,0.963084409,9453.0,13,0,3,0,1.0
12944,0,0.579870651,52,0,0.522305405,9750.0,11,0,1,0,1.0
12945,0,0.306527639,42,0,0.067066605,6500.0,5,0,0,0,1.0
12946,0,0.16496945,29,0,0.115109969,3500.0,5,1,0,1,1.0
12947,0,0.034289358,84,0,2.179960009,4500.0,16,0,2,0,0.0
12948,0,0.077435863,73,0,1926.0,0.01,4,0,1,0,0.0
12949,0,1.003498251,43,1,0.190340148,11200.0,5,0,1,0,2.0
12950,0,0.0,49,0,0.864570078,5500.0,7,0,2,0,0.0
12951,1,0.965058236,48,0,0.122372529,4804.0,3,0,0,0,2.0
12952,0,0.049698287,58,0,0.700103413,2900.0,13,0,1,0,3.0
12953,0,0.444712481,74,0,0.333703621,4500.0,13,0,0,0,0.0
12954,0,0.116525985,49,0,0.019171405,6154.0,5,0,0,0,3.0
12955,0,0.142731105,41,0,0.090541633,6184.0,6,0,0,0,2.0
12956,0,0.000139532,48,0,2.648900733,1500.0,9,0,4,0,0.0
12957,0,0.0,40,0,0.383074702,5541.0,10,0,1,0,1.0
12958,0,0.156390489,52,1,0.264929273,14350.0,14,0,1,0,1.0
12959,1,0.021213528,72,1,1887.0,0.29,8,1,1,2,0.0
12960,0,0.949117007,35,1,1.681663667,5000.0,6,0,2,0,0.0
12961,0,0.06688061,26,0,0.054934714,8500.0,14,0,0,0,3.0
12962,0,0.402876812,48,1,0.351909523,6100.0,10,0,2,0,1.0
12963,0,0.0,44,0,348.0,0.15,3,1,0,0,0.0
12964,1,0.982220086,50,0,0.322503231,5416.0,7,3,1,0,2.0
12965,0,0.018696843,75,0,0.018495376,4000.0,13,0,0,0,0.0
12966,0,0.000945001,70,0,0.003149843,20000.0,11,0,0,0,0.0
12967,0,0.820438471,31,0,0.242432506,7333.0,7,0,0,0,0.0
12968,0,0.255984351,51,0,0.673010753,9299.0,21,0,2,0,1.0
12969,0,0.018877082,57,0,0.352700553,13200.0,15,0,2,0,2.0
12970,0,0.654896736,27,1,160.0,0.53,3,0,0,0,0.0
12971,0,0.690230469,48,1,0.284486179,7560.0,5,0,1,0,1.0
12972,0,0.630491301,43,0,0.627340484,5500.0,3,0,2,0,0.0
12973,0,0.350608576,78,0,0.350588758,4500.0,8,0,2,0,0.0
12974,0,0.056084769,49,0,0.899722668,6850.0,21,0,3,0,0.0
12975,0,0.097993467,47,0,0.006777572,6491.0,5,0,0,0,2.0
12976,0,0.02879904,68,0,0.223991867,2950.0,3,0,1,0,1.0
12977,0,0.900004762,76,0,2.067674586,4166.0,9,0,5,0,0.0
12978,0,0.0,72,0,0.313339046,3500.0,2,0,1,0,2.0
12979,0,0.0,38,0,0.221375863,4200.0,5,0,0,0,0.0
12980,0,0.147413698,54,0,0.266264513,15416.0,13,0,2,0,1.0
12981,0,0.9999999,50,0,54.0,0.09,1,0,0,0,0.0
12982,0,0.295006203,64,0,0.389002037,5400.0,9,0,1,0,0.0
12983,0,0.002452738,71,0,130.0,0.17,3,0,0,0,0.0
12984,0,0.209879961,42,0,1.06932409,7500.0,27,0,7,0,2.0
12985,0,0.140929146,65,0,0.467350243,1852.0,10,0,0,0,1.0
12986,0,0.292490216,66,0,0.212680578,7475.0,8,0,1,0,0.0
12987,0,0.0,62,0,0.016736402,716.0,6,0,0,0,0.0
12988,0,0.057384733,49,0,0.044603948,3900.0,6,0,0,0,0.0
12989,0,0.959505062,35,0,0.362751633,7500.0,6,0,1,0,2.0
12990,0,0.005578654,30,0,1990.0,0.44,6,0,2,0,1.0
12991,0,0.013228734,43,0,7299.0,0.0,6,0,1,0,0.0
12992,0,0.913547632,60,0,4948.0,0.02,12,0,2,0,3.0
12993,0,0.07093392,35,0,0.377524144,4555.0,5,0,2,1,2.0
12994,0,1.0,67,0,0.464115503,7133.0,7,0,3,0,0.0
12995,0,0.003840359,58,0,1279.0,0.11,5,0,1,0,0.0
12996,0,0.0,60,0,0.399385561,1301.0,4,0,1,0,0.0
12997,0,0.9999999,40,0,0.231244484,3398.0,8,0,0,0,1.0
12998,0,0.99488041,47,0,0.51346557,6200.0,13,0,1,1,0.0
12999,0,0.010202358,76,0,0.058756309,10500.0,13,0,0,0,0.0
13000,0,0.067165567,62,0,0.160070457,18166.0,11,0,3,0,0.0
13001,0,0.080687975,54,0,0.313713432,11382.0,7,0,2,0,1.0
13002,0,0.011121409,74,0,0.347236926,9445.0,7,0,1,0,0.0
13003,0,0.019396121,31,0,0.538645181,3350.0,6,0,2,0,0.0
13004,0,0.502587435,65,0,0.144708423,4166.0,2,0,0,0,0.0
13005,0,0.691342535,41,0,0.142110763,3827.0,3,0,0,0,2.0
13006,0,0.008875477,58,0,9.0,745.74,2,0,0,0,1.0
13007,0,0.251985392,54,2,3.239920027,3000.0,14,1,0,1,2.0
13008,0,0.020643157,53,0,0.899408284,4900.0,11,0,3,0,0.0
13009,0,0.933213357,60,0,3394.0,0.06,7,0,2,0,0.0
13010,0,0.203535609,49,0,0.15350997,3660.0,5,0,1,0,1.0
13011,0,0.638144414,50,0,0.680127949,2500.0,6,0,1,0,0.0
13012,0,0.0034263,93,0,557.0,0.38,16,0,1,0,0.0
13013,0,0.0,77,1,0.596537629,4158.0,3,0,1,0,2.0
13014,0,0.492313232,42,0,7894.0,0.06,15,0,3,0,0.0
13015,0,0.943441473,43,0,4078.0,0.0,12,0,2,0,1.0
13016,0,0.000570812,88,0,347.0,0.1,8,0,0,0,0.0
13017,0,0.027013578,33,0,0.439697717,6483.0,8,0,1,0,0.0
13018,0,0.29753342,52,0,0.496484924,6400.0,7,0,3,0,1.0
13019,0,0.10891438,61,0,0.304841764,3696.0,9,0,1,0,1.0
13020,0,0.680523414,53,0,0.35982009,2000.0,2,0,0,0,3.0
13021,0,0.077260849,50,0,0.489841153,8120.0,19,0,2,0,0.0
13022,0,0.005437393,91,0,0.002027965,9368.0,18,0,0,0,0.0
13023,0,0.9999999,69,0,0.188934387,10500.0,12,0,1,0,0.0
13024,0,0.071747713,57,0,0.364514489,5900.0,10,0,2,0,0.0
13025,0,0.749510959,68,0,0.805304576,3430.0,9,0,2,0,0.0
13026,0,0.620755889,39,0,0.159631121,7698.0,4,0,1,0,3.0
13027,0,0.022074076,56,0,1408.0,0.27,11,0,1,0,0.0
13028,0,0.346631408,42,2,0.626393084,9600.0,22,0,3,0,3.0
13029,0,0.07741512,53,0,0.284303096,8300.0,8,0,2,0,0.0
13030,0,0.0,46,0,0.453041363,6164.0,12,0,3,0,0.0
13031,0,0.98460154,64,0,0.142642893,6000.0,5,1,0,0,1.0
13032,0,0.050852885,48,0,0.429392652,4000.0,7,0,1,0,2.0
13033,0,0.017586441,45,0,0.240673794,13000.0,13,0,1,0,4.0
13034,0,0.0,77,0,1951.0,0.03,12,0,1,0,0.0
13035,0,0.9999999,75,0,0.0,2218.0,1,0,0,0,0.0
13036,0,0.9999999,23,0,0.015834348,820.0,1,0,0,0,0.0
13037,0,0.363129562,55,0,0.303661972,12424.0,11,0,1,0,1.0
13038,1,0.822507663,57,3,3418.0,0.03,14,0,2,0,0.0
13039,0,0.025201474,48,0,0.306418665,9300.0,12,0,2,0,0.0
13040,0,0.967690325,28,0,0.15164369,6600.0,5,0,0,0,0.0
13041,0,0.268685177,34,0,0.330834583,2000.0,7,0,0,0,0.0
13042,0,0.01039792,44,0,0.27634839,15740.0,10,0,2,0,1.0
13043,0,0.264292857,53,0,232.0,0.09,3,0,0,0,0.0
13044,0,0.0,34,0,0.240168085,9280.0,8,0,2,0,1.0
13045,0,0.359747375,49,1,0.446012703,4250.0,10,0,1,0,2.0
13046,0,0.0,58,0,0.53699178,4500.0,8,0,1,0,1.0
13047,0,0.209954672,68,0,0.513371657,4000.0,14,0,1,0,0.0
13048,0,0.0,85,0,13.0,135.78,1,0,0,0,0.0
13049,0,0.96151737,56,0,2531.0,0.05,7,0,0,0,1.0
13050,0,0.185876083,61,1,0.233507593,4016.0,4,1,1,0,0.0
13051,0,0.012790073,72,0,0.082127858,15000.0,5,0,0,0,1.0
13052,0,0.165404942,47,0,0.517827391,3000.0,8,0,1,0,3.0
13053,1,0.637932849,29,2,0.492922565,1200.0,13,0,0,1,0.0
13054,0,0.0,41,0,0.355950693,9166.0,11,0,2,0,1.0
13055,0,0.9999999,51,0,247.0,0.29,1,0,0,0,0.0
13056,0,0.376188352,63,0,0.403497575,7833.0,9,0,2,0,1.0
13057,0,0.9999999,42,1,0.113421853,6250.0,3,3,0,1,2.0
13058,0,0.0,39,0,0.652738566,7083.0,9,0,2,0,1.0
13059,0,0.015926734,58,0,2886.0,0.03,10,0,1,0,0.0
13060,0,0.004995005,55,0,0.124079007,41666.0,8,0,2,0,2.0
13061,0,0.011980539,69,0,0.007197121,2500.0,8,0,0,0,0.0
13062,0,0.275279002,54,0,0.41866306,5175.0,13,0,1,0,2.0
13063,0,0.558748042,56,0,0.639042357,1628.0,9,0,0,0,0.0
13064,0,0.048404938,41,0,0.012794882,2500.0,3,0,0,0,0.0
13065,0,0.473282536,50,0,0.347853259,16000.0,14,0,2,0,2.0
13066,0,0.9999999,53,0,0.527157614,3000.0,4,0,1,0,0.0
13067,0,0.902608313,59,1,0.375093047,13433.0,20,0,2,0,1.0
13068,0,0.041194293,56,0,0.078084556,4635.0,19,0,0,0,0.0
13069,0,0.024378631,52,0,0.150484952,10000.0,4,0,1,0,3.0
13070,0,0.182309393,45,0,0.462218804,5200.0,10,0,2,0,2.0
13071,0,0.259773829,59,0,1.314895035,3000.0,15,0,2,0,0.0
13072,0,0.9999999,42,0,0.507864028,1970.0,4,0,1,0,3.0
13073,0,0.418799684,68,0,0.380771061,2100.0,7,0,0,0,1.0
13074,0,0.100288424,43,0,3307.0,0.17,16,0,1,0,2.0
13075,0,0.1918831,36,1,3383.0,0.02,14,0,2,0,3.0
13076,0,0.167516278,36,0,1.227601631,7600.0,14,0,4,0,0.0
13077,0,0.05088722,73,0,0.021138211,10454.0,10,0,0,0,0.0
13078,0,0.195207757,76,0,0.382869495,3700.0,16,0,1,0,0.0
13079,1,0.400666389,30,1,0.197243988,3700.0,9,0,0,0,0.0
13080,0,0.884732895,52,1,0.465785511,5976.0,5,0,1,0,1.0
13081,0,0.690657734,45,0,0.327505828,6863.0,10,0,1,0,1.0
13082,0,0.130284105,46,0,0.033785917,3166.0,2,0,0,0,0.0
13083,0,0.101959216,42,0,0.801965231,3968.0,7,0,2,0,0.0
13084,0,0.004824609,90,0,10.0,289.76,4,0,0,0,0.0
13085,1,0.919483507,52,8,0.754922128,10208.0,19,4,4,2,1.0
13086,0,0.028313582,69,0,51.0,0.26,9,0,0,0,0.0
13087,0,0.0,28,0,43.0,122.19,1,0,0,0,0.0
13088,0,0.059496281,58,0,28.0,0.59,1,0,0,0,0.0
13089,0,0.083997066,36,0,0.424715057,5000.0,15,0,2,0,2.0
13090,1,0.149351202,54,0,0.406673209,5094.0,14,1,1,0,1.0
13091,0,0.316785222,27,2,0.490892936,2250.0,11,0,0,0,0.0
13092,0,0.026142082,56,0,0.191558442,2463.0,7,0,0,0,0.0
13093,0,0.917594821,67,0,0.586218718,2916.0,8,0,0,0,1.0
13094,0,0.048723642,72,1,0.229577042,10000.0,9,0,3,0,0.0
13095,1,0.595152206,40,0,1501.0,0.14,5,0,1,0,1.0
13096,0,0.029567468,78,0,0.329981846,7160.0,7,0,1,0,0.0
13097,0,0.349484014,59,2,0.317526068,7000.0,12,0,2,1,0.0
13098,0,0.0,30,0,0.0059988,3333.0,3,0,0,0,0.0
13099,0,0.453417441,59,1,0.356658336,2800.0,11,0,0,0,0.0
13100,0,0.9999999,35,1,31.0,0.41,1,1,0,0,0.0
13101,0,0.060155831,38,0,0.070727168,15580.0,6,0,0,0,1.0
13102,0,0.017933091,39,1,0.219663248,10333.0,13,0,2,0,1.0
13103,0,0.401918543,40,0,148.0,0.3,2,0,0,0,0.0
13104,0,0.547578649,38,0,0.43698086,2768.0,12,0,0,0,3.0
13105,0,0.006061436,71,0,0.001002406,4987.0,8,0,0,0,0.0
13106,0,0.471171849,51,0,1537.0,0.22,14,0,0,0,0.0
13107,0,0.087490161,42,0,0.100542702,3500.0,6,0,0,0,0.0
13108,0,0.399871035,63,0,0.608568021,10900.0,18,0,3,0,0.0
13109,0,0.027031839,86,0,0.002475955,10500.0,8,0,0,0,0.0
13110,0,0.115377719,49,0,0.043162983,5791.0,14,0,0,0,0.0
13111,0,0.376400605,40,0,0.416574095,4500.0,10,0,2,0,4.0
13112,1,1.285543608,30,3,0.155304237,6277.0,9,0,0,1,1.0
13113,0,0.514630201,46,0,0.371219357,3140.0,5,0,1,0,0.0
13114,0,0.255818069,44,2,0.649639611,3190.0,9,0,2,0,1.0
13115,0,0.409769595,56,1,0.813347802,3685.0,7,0,2,0,0.0
13116,0,0.57416455,29,0,1133.0,0.13,10,0,0,1,2.0
13117,0,0.418290355,55,1,0.106198623,4500.0,12,0,0,1,0.0
13118,0,0.047541499,76,0,49.0,0.04,2,0,0,0,0.0
13119,1,0.9999999,42,2,0.557238639,4026.0,5,1,1,2,2.0
13120,0,0.674263869,58,0,0.429204357,5416.0,19,0,0,0,1.0
13121,0,0.001687395,80,0,0.206558688,5000.0,5,0,1,0,0.0
13122,0,0.2333008,34,0,1958.0,0.05,8,0,1,0,0.0
13123,0,0.003922097,78,0,0.11965812,6200.0,6,0,1,0,0.0
13124,0,0.558683507,42,1,0.556581133,10833.0,6,0,2,0,1.0
13125,0,0.111643775,50,0,0.211052591,13100.0,6,0,1,0,5.0
13126,0,0.103631917,67,0,0.581604599,4000.0,15,0,2,0,0.0
13127,0,0.23296605,46,0,0.067314615,8333.0,12,0,0,0,2.0
13128,0,0.035807749,70,0,49.0,0.06,3,0,0,0,0.0
13129,0,0.073016708,26,0,0.385076616,1500.0,8,0,0,0,1.0
13130,0,0.022349597,56,0,0.168971838,6000.0,15,0,1,0,0.0
13131,1,0.035372173,68,0,0.029722922,1984.0,14,0,0,0,0.0
13132,1,0.9999999,44,1,0.339787633,1600.0,1,1,1,0,0.0
13133,0,0.139074437,33,0,0.700884275,2600.0,7,0,1,0,2.0
13134,0,0.044119086,51,0,0.356069218,7916.0,13,0,1,0,0.0
13135,0,0.023344842,67,0,3680.0,0.02,7,0,1,0,0.0
13136,1,0.862134993,56,2,1.011595362,2500.0,8,3,1,1,2.0
13137,0,0.92071952,27,1,0.215453802,2445.0,4,0,0,0,0.0
13138,0,0.116515307,30,0,0.198160368,5000.0,10,0,0,0,1.0
13139,0,0.265038382,46,0,0.288113413,9169.0,16,0,1,0,0.0
13140,0,0.101163635,36,0,0.443399,3400.0,10,0,1,0,2.0
13141,0,0.295291832,53,0,0.67017258,13500.0,18,0,3,0,0.0
13142,0,0.118235221,26,0,334.0,0.08,2,0,0,0,0.0
13143,0,0.013997201,29,0,0.032300593,3033.0,2,0,0,0,0.0
13144,1,0.9999999,40,3,0.6109507,9350.0,9,0,4,0,1.0
13145,0,0.0,54,1,1042.0,0.31,5,0,1,0,0.0
13146,0,0.118098826,29,0,0.262639246,2333.0,5,0,1,1,0.0
13147,0,0.150496238,51,0,2616.0,0.02,9,0,1,0,0.0
13148,0,0.9999999,64,0,0.216785548,15000.0,7,0,1,0,0.0
13149,0,0.48113025,52,0,0.326658053,9287.0,7,0,2,0,1.0
13150,0,0.248898634,72,0,1681.0,192.19,17,0,0,0,0.0
13151,0,0.021464421,60,0,0.22884684,2800.0,22,0,1,0,1.0
13152,0,0.0,38,0,0.504471331,1900.0,6,0,1,0,0.0
13153,1,0.900119422,43,1,1493.0,36.38,14,0,0,1,0.0
13154,0,0.385354973,61,0,0.290856571,9000.0,10,0,1,0,0.0
13155,0,0.523179648,74,0,0.350324149,12339.0,15,0,2,0,0.0
13156,0,0.52846744,45,0,0.450554995,3963.0,5,0,0,0,0.0
13157,0,0.211802497,31,0,0.139676393,7230.0,6,0,0,0,0.0
13158,1,0.188382796,44,0,0.012495537,2800.0,1,0,0,0,0.0
13159,0,0.071046484,62,0,0.188596491,12083.0,8,0,2,0,1.0
13160,0,0.273763607,41,0,0.270158689,7750.0,4,0,1,0,1.0
13161,0,0.068870696,38,0,0.16124526,5010.0,4,0,1,0,1.0
13162,0,0.179487766,51,0,0.492529978,10173.0,19,0,4,0,0.0
13163,0,0.117979534,68,0,0.011349433,20000.0,4,0,0,0,1.0
13164,0,0.020929283,52,1,256.0,2.53,11,0,1,0,3.0
13165,0,0.054204594,53,1,0.640047994,7500.0,13,0,3,0,2.0
13166,0,0.074284035,68,0,0.188710117,3666.0,15,0,0,0,0.0
13167,0,0.207018902,45,0,0.471383047,7844.0,6,0,2,0,0.0
13168,0,0.9999999,56,0,0.0,3224.0,0,2,0,0,2.0
13169,0,0.0,35,0,0.797408286,5478.0,9,0,5,0,0.0
13170,0,0.136188746,61,0,0.330858698,8081.0,9,0,1,0,0.0
13171,0,0.168921199,65,0,0.08852153,7500.0,7,0,1,0,2.0
13172,0,0.005987364,67,0,0.00419916,5000.0,10,0,0,0,0.0
13173,0,0.153298324,53,0,0.50421486,5100.0,10,0,1,0,1.0
13174,1,0.9999999,53,0,173.0,16.21,2,0,0,0,0.0
13175,0,0.0,34,0,0.331363004,2875.0,4,0,1,0,2.0
13176,0,0.252169697,61,0,0.608906392,3300.0,14,0,1,0,0.0
13177,0,0.012576023,72,0,3.0,643.09,2,0,0,0,0.0
13178,0,0.528238098,49,0,0.612297647,7350.0,17,0,2,0,1.0
13179,0,0.9999999,27,0,0.207370394,1600.0,2,0,0,0,0.0
13180,0,0.04327076,42,0,0.16487057,9000.0,4,0,1,0,1.0
13181,0,0.224268783,46,0,2379.0,0.32,11,0,1,0,4.0
13182,0,0.4815005,37,0,0.134356523,23846.0,14,0,2,1,1.0
